"SongNumber","Songtitle","","","AlbumName","","","ArtistLocation","","ArtistName","","","","Danceability","Duration","KeySignature","KeySignatureConfidence","Popularity","Tempo","TimeSignature","TimeSignatureConfidence","Year","ArtistFamiliarity","ArtistPopularity","Genre 1","Genre 2","Genre 3","Genre 4","Genre 5","Genre 6","Genre 7","Genre 8","Genre 9","Genre 10","Genre 11","Genre 12","Genre 13","Genre 14","Genre 15","Genre 16","Genre 17","Genre 18","Genre 19","Genre 20","Genre 21","Genre 22"
"3633","b'The Deceived'","The Deceived'","The Deceived","b'Ember To Inferno'","Ember To Inferno'","Ember To Inferno","Orlando FL'","Orlando FL","Trivium'","Trivium'","Trivium'","Trivium","0","360.75057","6","0.821","nan","105.54","4","0.473","2004","0.847754656","0.494206855","thrash metal ","metalcore ","metal","","","","","","","","","","","","","","","","","","",""
"3634","b'Notausgang (feat. TimXtreme)'","Notausgang (feat. TimXtreme)'","Notausgang (feat. TimXtreme)","b'Mein Job'","Mein Job'","Mein Job","","","Massive Tone'","Massive Tone'","Massive Tone'","Massive Tone","0","239.33342","2","0.8149999999999999","nan","197.992","4","0","0","0.583841122","0.371878155","hip hop ","german","","","","","","","","","","","","","","","","","","","",""
"3635","b'Rise & Shine'","Rise & Shine'","Rise & Shine","b'Best Of'","Best Of'","Best Of","Jping Sweden'","Jping Sweden","The Cardigans'","The Cardigans'","The Cardigans'","The Cardigans","0","211.35628","4","0.586","0.654651728","161.994","4","0.391","1994","0.749876367","0.528302262","swedish ","alternative rock ","indie pop ","rock ","european ","rock and indie","","","","","","","","","","","","","","","",""
"3636","b'Peroxide Blond'","Peroxide Blond'","Peroxide Blond","b'Penny Opus'","Penny Opus'","Penny Opus","Birmingham AL'","Birmingham AL","Hank Penny'","Hank Penny'","Hank Penny'","Hank Penny","0","127.99955","0","0.039","0.603287008","112.313","4","1","0","0.445854631","0.347598889","","","","","","","","","","","","","","","","","","","","","",""
"3637","b'As Long As I Know'","As Long As I Know'","As Long As I Know","b'East To West'","East To West'","East To West","","","East To West'","East To West'","East To West'","East To West","0","253.59628","0","0.6899999999999999","0","139.992","4","0.26","0","0.436338306","0","","","","","","","","","","","","","","","","","","","","","",""
"3638","b'Cuando Seolvida El Amor'","Cuando Seolvida El Amor'","Cuando Seolvida El Amor","b'Direct Al Corazon'","Direct Al Corazon'","Direct Al Corazon","","","Paquito Guzman'","Paquito Guzman'","Paquito Guzman'","Paquito Guzman","0","327.67955","11","0.25","nan","176.113","4","0.277","0","0.347678876","0.317401023","","","","","","","","","","","","","","","","","","","","","",""
"3639","b'You Appearing'","You Appearing'","You Appearing","b'Saturdays = Youth'","Saturdays = Youth'","Saturdays = Youth","Antibes France'","Antibes France","M83'","M83'","M83'","M83","0","219.24526","7","0.446","0.852088918","96.047","7","0.841","2008","0.823548253","0.507115549","shoegaze ","electronic ","dance and electronica","","","","","","","","","","","","","","","","","","",""
"3640","b'Machopolka'","Machopolka'","Machopolka","b'The Great Polka Swindle'","The Great Polka Swindle'","The Great Polka Swindle","GERMANY'","GERMANY","Polkaholix'","Polkaholix'","Polkaholix'","Polkaholix","0","190.56281","9","0.375","nan","144.001","4","0","2007","0.469788161","0.435798645","polka","","","","","","","","","","","","","","","","","","","","",""
"3641","b'Sitting In The Park (Medley)'","Sitting In The Park (Medley)'","Sitting In The Park (Medley)","b'Number One Girl'","Number One Girl'","Number One Girl","","","Glen Washington'","Glen Washington'","Glen Washington'","Glen Washington","0","226.21995","4","0.274","nan","155.036","4","0.213","0","0.512740226","0.301246881","","","","","","","","","","","","","","","","","","","","","",""
"3642","b'Horns Of The Bull'","Horns Of The Bull'","Horns Of The Bull","b'Signs Of Life'","Signs Of Life'","Signs Of Life","","","Penguin Cafe Orchestra'","Penguin Cafe Orchestra'","Penguin Cafe Orchestra'","Penguin Cafe Orchestra","0","275.12118","2","1","0.512253654","191.61","1","0","1987","0.635087811","0.406508249","uk ","british ","english ","world ","folk","","","","","","","","","","","","","","","","",""
"3643","b'Ride To Atlantis'","Ride To Atlantis'","Ride To Atlantis","b'The Spy Who Loved Me (Soundtrack)'","The Spy Who Loved Me (Soundtrack)'","The Spy Who Loved Me (Soundtrack)","New York NY'","New York NY","Marvin Hamlisch'","Marvin Hamlisch'","Marvin Hamlisch'","Marvin Hamlisch","0","209.34485","6","0.499","0.582756026","92.87","4","0.579","1977","0.492199331","0.344972456","","","","","","","","","","","","","","","","","","","","","",""
"3644","b'The Lie'","The Lie'","The Lie","b'Process Of Belief'","Process Of Belief'","Process Of Belief","Los Angeles Ca'","Los Angeles Ca","Bad Religion'","Bad Religion'","Bad Religion'","Bad Religion","0","138.84036","9","0.495","0.674142968","140.202","4","0.502","2002","0.858677442","0.618219159","usa ","american ","punk rock ","punk ","hardcore punk ","epitaph ","atlantic ","classic hardcore punk ","melodic hardcore ","classic punk ","americain ","rock and indie ","california punk ","california","","","","","","","",""
"3645","b'Take My Breath Away'","Take My Breath Away'","Take My Breath Away","b'In This Skin (Standard Package)'","In This Skin (Standard Package)'","In This Skin (Standard Package)","Dallas TX'","Dallas TX","Jessica Simpson'","Jessica Simpson'","Jessica Simpson'","Jessica Simpson","0","196.12689","7","0.537","0","99.90900000000001","4","0","2004","0.772518285","0.578790799","pop and chart","","","","","","","","","","","","","","","","","","","","",""
"3646","b'Party In The Stomach (LP Version)'","Party In The Stomach (LP Version)'","Party In The Stomach (LP Version)","bSmoke 'N' Breu""""","Smoke 'N' Breu""""","Smoke 'N' Breu","","","Jim Breuer'","Jim Breuer'","Jim Breuer'","Jim Breuer","0","478.92853","0","0.268","0.48456253","83.61","5","0.422","2002","0.472073585","0.391267796","","","","","","","","","","","","","","","","","","","","","",""
"3647","b'Lluvia De Acido'","Lluvia De Acido'","Lluvia De Acido","b'Grandes Exitos Vol. 2'","Grandes Exitos Vol. 2'","Grandes Exitos Vol. 2","","","Vilma Palma'","Vilma Palma'","Vilma Palma'","Vilma Palma","0","202.78812","2","0.064","0","97.497","4","1","0","0.518667903","0.378106965","","","","","","","","","","","","","","","","","","","","","",""
"3648","b'She's So Young""","She's So Young""","She's So Young","b'Love Junk'","Love Junk'","Love Junk","Toronto Ontario Canada'","Toronto Ontario Canada","Pursuit Of Happiness'","Pursuit Of Happiness'","Pursuit Of Happiness'","Pursuit Of Happiness","0","216.39791","7","0.257","0.565451012","133.319","4","0.8179999999999999","1988","0.508676201","0.377888131","","","","","","","","","","","","","","","","","","","","","",""
"3649","b'L'Homme De Paille""","L'Homme De Paille""","L'Homme De Paille","b'Integrale Les Cactus'","Integrale Les Cactus'","Integrale Les Cactus","Paris France'","Paris France","Jacques Dutronc'","Jacques Dutronc'","Jacques Dutronc'","Jacques Dutronc","0","142.91546","7","0.592","0.38293509","130.196","1","0.412","1989","0.6129531539999999","0.454541929","french ","european ","rock and indie","","","","","","","","","","","","","","","","","","",""
"3650","b'Expire'","Expire'","Expire","b'Lights Out'","Lights Out'","Lights Out","","","Antimatter'","Antimatter'","Antimatter'","Antimatter","0","479.45098","6","0.007","0.624746111","86.155","4","0.91","0","0.641990135","0.457135669","","","","","","","","","","","","","","","","","","","","","",""
"3651","b'End Of The Age'","End Of The Age'","End Of The Age","b'Dichotomy'","Dichotomy'","Dichotomy","Atlanta GA'","Atlanta GA","Becoming The Archetype'","Becoming The Archetype'","Becoming The Archetype'","Becoming The Archetype","0","389.95546","2","0.391","0.696230193","85.06100000000001","4","0.616","2008","0.657826293","0.446170543","metal ","christian","","","","","","","","","","","","","","","","","","","",""
"3652","b'Talk To Me'","Talk To Me'","Talk To Me","b'Dog Years'","Dog Years'","Dog Years","Texas'","Texas","Storyville'","Storyville'","Storyville'","Storyville","0","343.58812","2","0.532","nan","91.976","4","0.712","1998","0.595254764","0.3487022","","","","","","","","","","","","","","","","","","","","","",""
"3653","b'Not Forgotten'","Not Forgotten'","Not Forgotten","b'Alive In South Africa'","Alive In South Africa'","Alive In South Africa","","","ISRAEL & NEW BREED'","ISRAEL & NEW BREED'","ISRAEL & NEW BREED'","ISRAEL & NEW BREED","0","199.57506","4","0.348","nan","96.782","4","1","0","0.697113113","0.417033117","","","","","","","","","","","","","","","","","","","","","",""
"3654","b'Sliabh Geal gCua'","Sliabh Geal gCua'","Sliabh Geal gCua","b'Ceol Tacsi'","Ceol Tacsi'","Ceol Tacsi","","","Karan Casey'","Karan Casey'","Karan Casey'","Karan Casey","0","189.88363","3","0.09","nan","102.745","5","0.778","0","0.528233945","0.349419199","folk","","","","","","","","","","","","","","","","","","","","",""
"3655","b'Time Flies'","Time Flies'","Time Flies","b'The Album'","The Album'","The Album","Netherlands'","Netherlands","Jeckyll & Hyde'","Jeckyll & Hyde'","Jeckyll & Hyde'","Jeckyll & Hyde","0","220.55138","7","0.056","nan","140.032","4","0.924","2007","0.59088507","0.37884706","","","","","","","","","","","","","","","","","","","","","",""
"3656","b'Don't Let My Teardrops Bother You (Album Version)""","Don't Let My Teardrops Bother You (Album Version)""","Don't Let My Teardrops Bother You (Album Version)","b'Just Being Myself'","Just Being Myself'","Just Being Myself","East Orange NJ'","East Orange NJ","Dionne Warwick'","Dionne Warwick'","Dionne Warwick'","Dionne Warwick","0","243.85261","2","0.007","nan","130.637","4","0.446","0","0.647933084","0.480575193","american ","soft rock ","rnb ","rock ","pop ","adult contemporary ","soul ","urban ","quiet storm ","classic pop and rock","","","","","","","","","","","",""
"3657","b'Send Me An Angel'","Send Me An Angel'","Send Me An Angel","b'Eurotrash'","Eurotrash'","Eurotrash","","","Zeromancer'","Zeromancer'","Zeromancer'","Zeromancer","0","236.53832","10","0.632","0.864141654","130","4","0.501","2001","0.644519692","0.405618982","industrial rock ","norwegian","","","","","","","","","","","","","","","","","","","",""
"3658","b'Rotten Apples'","Rotten Apples'","Rotten Apples","b'Rarities & B-Sides'","Rarities & B-Sides'","Rarities & B-Sides","Chicago IL'","Chicago IL","The Smashing Pumpkins'","The Smashing Pumpkins'","The Smashing Pumpkins'","The Smashing Pumpkins","0","184.39791","6","0","0.584437156","88.794","4","0.946","1995","0.88792045","0.670383829","alternative rock ","americain ","american ","usa ","rock and indie ","dream pop ","hard rock ","grunge ","90s ","progressive rock ","ambient ","alternative ","rock ","shoegaze ","indie rock ","united states","","","","","",""
"3659","b'Muh- F***a'","Muh- F***a'","Muh- F***a","b'Malpractice'","Malpractice'","Malpractice","Newark NJ'","Newark NJ","Redman'","Redman'","Redman'","Redman","0","199.81016","11","0.097","0.358976526","92.8","4","1","2001","0.743129776","0.493566843","soul and reggae ","new york ","us ","american ","hip-hop ","rap","","","","","","","","","","","","","","","",""
"3660","b'Regarde Un Peu La France'","Regarde Un Peu La France'","Regarde Un Peu La France","b'Boire'","Boire'","Boire","Brest France'","Brest France","Miossec'","Miossec'","Miossec'","Miossec","0","162.32444","5","0.739","nan","166.081","4","0.509","1995","0.551311117","0.357663448","","","","","","","","","","","","","","","","","","","","","",""
"3661","b'Blue Blue Day'","Blue Blue Day'","Blue Blue Day","b'The Road More Traveled '","The Road More Traveled '","The Road More Traveled ","Shelby North Carolina'","Shelby North Carolina","Don Gibson'","Don Gibson'","Don Gibson'","Don Gibson","0","109.71383","4","0.851","nan","108.974","1","0","1987","0.540750151","0.379651219","american","","","","","","","","","","","","","","","","","","","","",""
"3662","b'Yi Xing'","Yi Xing'","Yi Xing","b'Unlimited'","Unlimited'","Unlimited","","","Miriam Yeung'","Miriam Yeung'","Miriam Yeung'","Miriam Yeung","0","257.4624","0","0.344","nan","107.961","3","1","0","0.492253132","0.256803369","","","","","","","","","","","","","","","","","","","","","",""
"3663","b'Groovin'""","Groovin'""","Groovin'","b'Gonna Move Ya!'","Gonna Move Ya!'","Gonna Move Ya!","","","Jan Wayne'","Jan Wayne'","Jan Wayne'","Jan Wayne","0","230.76526","0","0.669","0.265861049","140.045","4","0.441","2003","0.598985507","0.40411691","","","","","","","","","","","","","","","","","","","","","",""
"3664","b'Witchcraft'","Witchcraft'","Witchcraft","b'The Oath of Black Blood'","The Oath of Black Blood'","The Oath of Black Blood","Helsinki'","Helsinki","Beherit'","Beherit'","Beherit'","Beherit","0","192.13016","1","0.58","0.545230294","133.954","3","0.426","1990","0.596184927","0.427479241","finnish","","","","","","","","","","","","","","","","","","","","",""
"3665","b'Again And Again'","Again And Again'","Again And Again","b'Pay To Play'","Pay To Play'","Pay To Play","","","The Unborn Chikken Voices'","The Unborn Chikken Voices'","The Unborn Chikken Voices'","The Unborn Chikken Voices","0","217.91302","2","0.6899999999999999","0","85.039","4","1","0","0.43815974","0.312752628","","","","","","","","","","","","","","","","","","","","","",""
"3666","b'How Deep The Father's Love For Us""","How Deep The Father's Love For Us""","How Deep The Father's Love For Us","b'Draw Me Close'","Draw Me Close'","Draw Me Close","NASHVILLE Tennessee'","NASHVILLE Tennessee","Kathy Troccoli'","Kathy Troccoli'","Kathy Troccoli'","Kathy Troccoli","0","195.02975","10","1","0.375984302","105.675","3","0.496","0","0.533659594","0.365822369","","","","","","","","","","","","","","","","","","","","","",""
"3667","b'Prophecy'","Prophecy'","Prophecy","b'Roots Techniques'","Roots Techniques'","Roots Techniques","","","Jimmy Riley'","Jimmy Riley'","Jimmy Riley'","Jimmy Riley","0","205.50485","10","0","0.215080319","84.63","3","0.245","0","0.477724732","0.299705214","","","","","","","","","","","","","","","","","","","","","",""
"3668","b'Tombe Pour Elle (L'Ile Aux Oiseaux)""","Tombe Pour Elle (L'Ile Aux Oiseaux)""","Tombe Pour Elle (L'Ile Aux Oiseaux)","b'Live 98'","Live 98'","Live 98","","","Pascal Obispo'","Pascal Obispo'","Pascal Obispo'","Pascal Obispo","0","369.26649","10","0","nan","89.79000000000001","4","0.434","0","0.561272323","0.377852557","french","","","","","","","","","","","","","","","","","","","","",""
"3669","b'If I Was Your Woman'","If I Was Your Woman'","If I Was Your Woman","b'Unplugged'","Unplugged'","Unplugged","Harlem New York'","Harlem New York","Alicia Keys'","Alicia Keys'","Alicia Keys'","Alicia Keys","0","244.45342","6","0.649","0.623448449","74.078","7","1","2005","0.933916106","0.821648467","rnb ","neo soul ","soul ","hip hop rnb and dance hall ","united states ","singer ","american ","pianist","","","","","","","","","","","","","",""
"3670","b'The Sector of Foliage'","The Sector of Foliage'","The Sector of Foliage","b'Knowledge Zombie'","Knowledge Zombie'","Knowledge Zombie","Missouri'","Missouri","Pumpkin Buzzard'","Pumpkin Buzzard'","Pumpkin Buzzard'","Pumpkin Buzzard","0","271.49016","11","0.418","nan","104.19","1","0.039","0","0.391108885","0.240098406","","","","","","","","","","","","","","","","","","","","","",""
"3671","b'Frou-frou'","Frou-frou'","Frou-frou","b'Bezu au bal musette'","Bezu au bal musette'","Bezu au bal musette","Bezu comme Superdupont ne connait qu'un pays : la France !'","Bezu comme Superdupont ne connait qu'un pays : la France !","Bezu'","Bezu'","Bezu'","Bezu","0","177.26649","1","0.583","nan","185.092","3","1","0","0.373850623","0.148985481","","","","","","","","","","","","","","","","","","","","","",""
"3672","b'Eight More Miles To Louisville'","Eight More Miles To Louisville'","Eight More Miles To Louisville","b'Vanguard Visionaries'","Vanguard Visionaries'","Vanguard Visionaries","Stamford CT'","Stamford CT","Jim Kweskin'","Jim Kweskin'","Jim Kweskin'","Jim Kweskin","0","178.57261","1","0.177","0","192.89","1","0","0","0.34173223","0.264752142","","","","","","","","","","","","","","","","","","","","","",""
"3673","b'Jump In My Bed'","Jump In My Bed'","Jump In My Bed","b'Calling The World'","Calling The World'","Calling The World","Los Angeles CA'","Los Angeles CA","Rooney'","Rooney'","Rooney'","Rooney","0","199.28771","7","0.785","0.425124658","123.026","4","0.119","2007","0.775494508","0.54260187","","","","","","","","","","","","","","","","","","","","","",""
"3674","b'Pastas Y Vino'","Pastas Y Vino'","Pastas Y Vino","b'Vinyl Replica: El Milagro Argentino'","Vinyl Replica: El Milagro Argentino'","Vinyl Replica: El Milagro Argentino","","","Los Autenticos Decadentes'","Los Autenticos Decadentes'","Los Autenticos Decadentes'","Los Autenticos Decadentes","0","172.09424","9","0.5570000000000001","0.334706549","117.683","5","0.288","1989","0.610330728","0.407821565","","","","","","","","","","","","","","","","","","","","","",""
